layer_num,layer_name,layer_type,mean,std,min,max,percentile_2,percentile_5,percentile_95,percentile_98,percentile_99.5
3,diffusion_model.time_embed.0,RHTQuantizedLinear,-53.813675,295.76804,-2847.0127,807.362,-764.8213500976562,-254.9625701904297,0.016585195437073708,0.016585195437073708,0.016585195437073708
5,diffusion_model.time_embed.2,RHTQuantizedLinear,-166.37962,14586.382,-204300.53,282621.44,-0.010912111029028893,-0.010912111029028893,0.0,0.010912111029028893,15664.15625
8,diffusion_model.input_blocks.0.0,Conv2d,,,,,,,,,
14,diffusion_model.input_blocks.1.0.in_layers.2,Conv2d,,,,,,,,,
18,diffusion_model.input_blocks.1.0.emb_layers.1,RHTQuantizedLinear,5107334.5,45673664.0,-201777760.0,199038190.0,-134237520.0,-53589636.0,78851357.59999987,117378800.0,162054400.0
23,diffusion_model.input_blocks.1.0.out_layers.3,Conv2d,,,,,,,,,
27,diffusion_model.input_blocks.1.1.proj_in,RHTQuantizedLinear,,,,,,,,,
31,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn1.to_q,RHTQuantizedLinear,,,,,,,,,
32,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn1.to_k,RHTQuantizedLinear,,,,,,,,,
33,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn1.to_v,RHTQuantizedLinear,,,,,,,,,
35,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn1.to_out.0,RHTQuantizedLinear,,,,,,,,,
40,diffusion_model.input_blocks.1.1.transformer_blocks.0.ff.net.0.proj,RHTQuantizedLinear,,,,,,,,,
42,diffusion_model.input_blocks.1.1.transformer_blocks.0.ff.net.2,RHTQuantizedLinear,,,,,,,,,
44,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn2.to_q,RHTQuantizedLinear,,,,,,,,,
45,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn2.to_k,RHTQuantizedLinear,-26.530663,4053.2014,-26271.074,18813.238,-9144.28515625,-5808.869165039063,5696.4404296875,8432.2314453125,13716.4267578125
46,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn2.to_v,RHTQuantizedLinear,-52.60255,25057.807,-111494.66,107512.71,-55747.328125,-41810.49609375,39819.51171875,49774.39453125,69684.15625
48,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn2.to_out.0,RHTQuantizedLinear,,,,,,,,,
53,diffusion_model.input_blocks.1.1.proj_out,RHTQuantizedLinear,,,,,,,,,
59,diffusion_model.input_blocks.2.0.in_layers.2,Conv2d,,,,,,,,,
63,diffusion_model.input_blocks.2.0.emb_layers.1,RHTQuantizedLinear,-1060724.9,22406640.0,-99299840.0,61384250.0,-54272532.0,-32685436.7,39410070.59999997,52403172.0,58742752.0
68,diffusion_model.input_blocks.2.0.out_layers.3,Conv2d,,,,,,,,,
72,diffusion_model.input_blocks.2.1.proj_in,RHTQuantizedLinear,,,,,,,,,
76,diffusion_model.input_blocks.2.1.transformer_blocks.0.attn1.to_q,RHTQuantizedLinear,,,,,,,,,
77,diffusion_model.input_blocks.2.1.transformer_blocks.0.attn1.to_k,RHTQuantizedLinear,,,,,,,,,
78,diffusion_model.input_blocks.2.1.transformer_blocks.0.attn1.to_v,RHTQuantizedLinear,,,,,,,,,
80,diffusion_model.input_blocks.2.1.transformer_blocks.0.attn1.to_out.0,RHTQuantizedLinear,,,,,,,,,
85,diffusion_model.input_blocks.2.1.transformer_blocks.0.ff.net.0.proj,RHTQuantizedLinear,,,,,,,,,
87,diffusion_model.input_blocks.2.1.transformer_blocks.0.ff.net.2,RHTQuantizedLinear,,,,,,,,,
89,diffusion_model.input_blocks.2.1.transformer_blocks.0.attn2.to_q,RHTQuantizedLinear,,,,,,,,,
90,diffusion_model.input_blocks.2.1.transformer_blocks.0.attn2.to_k,RHTQuantizedLinear,166027.77,4290102.0,-27040568.0,32837256.0,-8790570.0,-5478182.0,6306279.0,10478615.22,18753381.249999776
91,diffusion_model.input_blocks.2.1.transformer_blocks.0.attn2.to_v,RHTQuantizedLinear,153406.12,14009845.0,-159154830.0,107429510.0,-35809836.0,-19894354.0,23873224.0,35809836.0,55704192.0
93,diffusion_model.input_blocks.2.1.transformer_blocks.0.attn2.to_out.0,RHTQuantizedLinear,,,,,,,,,
98,diffusion_model.input_blocks.2.1.proj_out,RHTQuantizedLinear,,,,,,,,,
101,diffusion_model.input_blocks.3.0.op,Conv2d,,,,,,,,,
107,diffusion_model.input_blocks.4.0.in_layers.2,Conv2d,,,,,,,,,
111,diffusion_model.input_blocks.4.0.emb_layers.1,RHTQuantizedLinear,-4174111.5,71250024.0,-1553232000.0,177136930.0,-19169128.0,-2839870.5,4810030.224999903,17926682.0,36030856.0
116,diffusion_model.input_blocks.4.0.out_layers.3,Conv2d,,,,,,,,,
117,diffusion_model.input_blocks.4.0.skip_connection,Conv2d,,,,,,,,,
120,diffusion_model.input_blocks.4.1.proj_in,RHTQuantizedLinear,,,,,,,,,
124,diffusion_model.input_blocks.4.1.transformer_blocks.0.attn1.to_q,RHTQuantizedLinear,,,,,,,,,
125,diffusion_model.input_blocks.4.1.transformer_blocks.0.attn1.to_k,RHTQuantizedLinear,,,,,,,,,
126,diffusion_model.input_blocks.4.1.transformer_blocks.0.attn1.to_v,RHTQuantizedLinear,,,,,,,,,
128,diffusion_model.input_blocks.4.1.transformer_blocks.0.attn1.to_out.0,RHTQuantizedLinear,,,,,,,,,
133,diffusion_model.input_blocks.4.1.transformer_blocks.0.ff.net.0.proj,RHTQuantizedLinear,,,,,,,,,
135,diffusion_model.input_blocks.4.1.transformer_blocks.0.ff.net.2,RHTQuantizedLinear,,,,,,,,,
137,diffusion_model.input_blocks.4.1.transformer_blocks.0.attn2.to_q,RHTQuantizedLinear,,,,,,,,,
138,diffusion_model.input_blocks.4.1.transformer_blocks.0.attn2.to_k,RHTQuantizedLinear,102268024.0,3760407300.0,-24846690000.0,24694022000.0,-7289888768.0,-4999871488.0,5305207808.0,7480722432.0,16144621568.0
139,diffusion_model.input_blocks.4.1.transformer_blocks.0.attn2.to_v,RHTQuantizedLinear,-2216647000.0,35326697000.0,-175959180000.0,167012100000.0,-74558980096.0,-59647180800.0,53682462720.0,68594257920.0,92453114716.16
141,diffusion_model.input_blocks.4.1.transformer_blocks.0.attn2.to_out.0,RHTQuantizedLinear,,,,,,,,,
146,diffusion_model.input_blocks.4.1.proj_out,RHTQuantizedLinear,,,,,,,,,
152,diffusion_model.input_blocks.5.0.in_layers.2,Conv2d,,,,,,,,,
156,diffusion_model.input_blocks.5.0.emb_layers.1,RHTQuantizedLinear,1846590.6,30608836.0,-257792240.0,117839670.0,-68103552.0,-38501372.8,48106457.59999966,64177956.0,91404976.0
161,diffusion_model.input_blocks.5.0.out_layers.3,Conv2d,,,,,,,,,
165,diffusion_model.input_blocks.5.1.proj_in,RHTQuantizedLinear,,,,,,,,,
169,diffusion_model.input_blocks.5.1.transformer_blocks.0.attn1.to_q,RHTQuantizedLinear,,,,,,,,,
170,diffusion_model.input_blocks.5.1.transformer_blocks.0.attn1.to_k,RHTQuantizedLinear,,,,,,,,,
171,diffusion_model.input_blocks.5.1.transformer_blocks.0.attn1.to_v,RHTQuantizedLinear,,,,,,,,,
173,diffusion_model.input_blocks.5.1.transformer_blocks.0.attn1.to_out.0,RHTQuantizedLinear,,,,,,,,,
178,diffusion_model.input_blocks.5.1.transformer_blocks.0.ff.net.0.proj,RHTQuantizedLinear,,,,,,,,,
180,diffusion_model.input_blocks.5.1.transformer_blocks.0.ff.net.2,RHTQuantizedLinear,,,,,,,,,
182,diffusion_model.input_blocks.5.1.transformer_blocks.0.attn2.to_q,RHTQuantizedLinear,,,,,,,,,
183,diffusion_model.input_blocks.5.1.transformer_blocks.0.attn2.to_k,RHTQuantizedLinear,-41157456000.0,3576839300000.0,-27448687000000.0,24106492000000.0,-7075505111040.0,-4586633428992.0,4373301690368.0,6364398616576.0,16782100267008.0
184,diffusion_model.input_blocks.5.1.transformer_blocks.0.attn2.to_v,RHTQuantizedLinear,54838694000.0,35692323000000.0,-175343730000000.0,161500800000000.0,-73828935925760.0,-59986008866816.0,59986004672512.0,73828935925760.0,96900468441088.0
186,diffusion_model.input_blocks.5.1.transformer_blocks.0.attn2.to_out.0,RHTQuantizedLinear,,,,,,,,,
191,diffusion_model.input_blocks.5.1.proj_out,RHTQuantizedLinear,,,,,,,,,
194,diffusion_model.input_blocks.6.0.op,Conv2d,,,,,,,,,
200,diffusion_model.input_blocks.7.0.in_layers.2,Conv2d,,,,,,,,,
204,diffusion_model.input_blocks.7.0.emb_layers.1,RHTQuantizedLinear,-1631198.2,68381400.0,-2313950500.0,446424450.0,-0.09227243810892105,-0.09227243810892105,0.09227243810892105,0.1845448762178421,5939128.0
209,diffusion_model.input_blocks.7.0.out_layers.3,Conv2d,,,,,,,,,
210,diffusion_model.input_blocks.7.0.skip_connection,Conv2d,,,,,,,,,
213,diffusion_model.input_blocks.7.1.proj_in,RHTQuantizedLinear,,,,,,,,,
217,diffusion_model.input_blocks.7.1.transformer_blocks.0.attn1.to_q,RHTQuantizedLinear,,,,,,,,,
218,diffusion_model.input_blocks.7.1.transformer_blocks.0.attn1.to_k,RHTQuantizedLinear,,,,,,,,,
219,diffusion_model.input_blocks.7.1.transformer_blocks.0.attn1.to_v,RHTQuantizedLinear,,,,,,,,,
221,diffusion_model.input_blocks.7.1.transformer_blocks.0.attn1.to_out.0,RHTQuantizedLinear,,,,,,,,,
226,diffusion_model.input_blocks.7.1.transformer_blocks.0.ff.net.0.proj,RHTQuantizedLinear,,,,,,,,,
228,diffusion_model.input_blocks.7.1.transformer_blocks.0.ff.net.2,RHTQuantizedLinear,,,,,,,,,
230,diffusion_model.input_blocks.7.1.transformer_blocks.0.attn2.to_q,RHTQuantizedLinear,,,,,,,,,
231,diffusion_model.input_blocks.7.1.transformer_blocks.0.attn2.to_k,RHTQuantizedLinear,2103712800000.0,3377797000000000.0,-2.2003483e+16,2.0561245e+16,-6656513187774464.0,-4844460043141120.0,4844461116882944.0,6730477356449792.0,1.4570382346420224e+16
232,diffusion_model.input_blocks.7.1.transformer_blocks.0.attn2.to_v,RHTQuantizedLinear,485899380000000.0,inf,-2.0400363e+17,2.1893068e+17,-9.7026111535317e+16,-7.961111007173018e+16,7.961112725159936e+16,9.951391980191744e+16,1.2439239760491315e+17
234,diffusion_model.input_blocks.7.1.transformer_blocks.0.attn2.to_out.0,RHTQuantizedLinear,,,,,,,,,
239,diffusion_model.input_blocks.7.1.proj_out,RHTQuantizedLinear,,,,,,,,,
245,diffusion_model.input_blocks.8.0.in_layers.2,Conv2d,,,,,,,,,
249,diffusion_model.input_blocks.8.0.emb_layers.1,RHTQuantizedLinear,-1494185.9,34100690.0,-1174999000.0,76583100.0,-17398190.0,-7790350.099999979,3728183.0125,10718526.0,30446826.0
