layer_num,layer_name,layer_type,mean,std,min,max,percentile_2,percentile_5,percentile_95,percentile_98,percentile_99.5
3,diffusion_model.time_embed.0,RHTQuantizedLinear,-59.341293,346.68732,-2967.3865,2701.5776,-1195.7490234375,-310.0298767089844,0.016585195437073708,0.016585195437073708,487.18035888671875
5,diffusion_model.time_embed.2,RHTQuantizedLinear,-587.5517,43838.312,-697279.9,713466.94,-0.010912111029028893,-0.010912111029028893,0.0,0.010912111029028893,44825.15234375
8,diffusion_model.input_blocks.0.0,Conv2d,,,,,,,,,
14,diffusion_model.input_blocks.1.0.in_layers.2,Conv2d,,,,,,,,,
18,diffusion_model.input_blocks.1.0.emb_layers.1,RHTQuantizedLinear,13838537.0,126825200.0,-559242500.0,538483140.0,-370836224.0,-150489051.2,217186111.19999927,318623488.0,440662912.0
23,diffusion_model.input_blocks.1.0.out_layers.3,Conv2d,,,,,,,,,
27,diffusion_model.input_blocks.1.1.proj_in,RHTQuantizedLinear,,,,,,,,,
31,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn1.to_q,RHTQuantizedLinear,,,,,,,,,
32,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn1.to_k,RHTQuantizedLinear,,,,,,,,,
33,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn1.to_v,RHTQuantizedLinear,,,,,,,,,
35,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn1.to_out.0,RHTQuantizedLinear,,,,,,,,,
40,diffusion_model.input_blocks.1.1.transformer_blocks.0.ff.net.0.proj,RHTQuantizedLinear,,,,,,,,,
42,diffusion_model.input_blocks.1.1.transformer_blocks.0.ff.net.2,RHTQuantizedLinear,,,,,,,,,
44,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn2.to_q,RHTQuantizedLinear,,,,,,,,,
45,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn2.to_k,RHTQuantizedLinear,-26.530663,4053.2014,-26271.074,18813.238,-9144.28515625,-5808.869165039063,5696.4404296875,8432.2314453125,13716.4267578125
46,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn2.to_v,RHTQuantizedLinear,-52.60255,25057.807,-111494.66,107512.71,-55747.328125,-41810.49609375,39819.51171875,49774.39453125,69684.15625
48,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn2.to_out.0,RHTQuantizedLinear,,,,,,,,,
53,diffusion_model.input_blocks.1.1.proj_out,RHTQuantizedLinear,,,,,,,,,
59,diffusion_model.input_blocks.2.0.in_layers.2,Conv2d,,,,,,,,,
63,diffusion_model.input_blocks.2.0.emb_layers.1,RHTQuantizedLinear,-3436322.8,62975364.0,-280107000.0,178266500.0,-156551840.0,-92957567.6,105076539.59999976,150668240.0,172928800.0
68,diffusion_model.input_blocks.2.0.out_layers.3,Conv2d,,,,,,,,,
72,diffusion_model.input_blocks.2.1.proj_in,RHTQuantizedLinear,,,,,,,,,
76,diffusion_model.input_blocks.2.1.transformer_blocks.0.attn1.to_q,RHTQuantizedLinear,,,,,,,,,
77,diffusion_model.input_blocks.2.1.transformer_blocks.0.attn1.to_k,RHTQuantizedLinear,,,,,,,,,
78,diffusion_model.input_blocks.2.1.transformer_blocks.0.attn1.to_v,RHTQuantizedLinear,,,,,,,,,
80,diffusion_model.input_blocks.2.1.transformer_blocks.0.attn1.to_out.0,RHTQuantizedLinear,,,,,,,,,
85,diffusion_model.input_blocks.2.1.transformer_blocks.0.ff.net.0.proj,RHTQuantizedLinear,,,,,,,,,
87,diffusion_model.input_blocks.2.1.transformer_blocks.0.ff.net.2,RHTQuantizedLinear,,,,,,,,,
89,diffusion_model.input_blocks.2.1.transformer_blocks.0.attn2.to_q,RHTQuantizedLinear,,,,,,,,,
90,diffusion_model.input_blocks.2.1.transformer_blocks.0.attn2.to_k,RHTQuantizedLinear,166027.77,4290102.0,-27040568.0,32837256.0,-8790570.0,-5478182.0,6306279.0,10478615.22,18753381.249999776
91,diffusion_model.input_blocks.2.1.transformer_blocks.0.attn2.to_v,RHTQuantizedLinear,153406.12,14009845.0,-159154830.0,107429510.0,-35809836.0,-19894354.0,23873224.0,35809836.0,55704192.0
93,diffusion_model.input_blocks.2.1.transformer_blocks.0.attn2.to_out.0,RHTQuantizedLinear,,,,,,,,,
98,diffusion_model.input_blocks.2.1.proj_out,RHTQuantizedLinear,,,,,,,,,
101,diffusion_model.input_blocks.3.0.op,Conv2d,,,,,,,,,
107,diffusion_model.input_blocks.4.0.in_layers.2,Conv2d,,,,,,,,,
111,diffusion_model.input_blocks.4.0.emb_layers.1,RHTQuantizedLinear,-11184532.0,194495280.0,-4228100600.0,493278400.0,-54573232.0,-9007231.05,15365278.0,50334532.0,103318248.0
116,diffusion_model.input_blocks.4.0.out_layers.3,Conv2d,,,,,,,,,
117,diffusion_model.input_blocks.4.0.skip_connection,Conv2d,,,,,,,,,
120,diffusion_model.input_blocks.4.1.proj_in,RHTQuantizedLinear,,,,,,,,,
124,diffusion_model.input_blocks.4.1.transformer_blocks.0.attn1.to_q,RHTQuantizedLinear,,,,,,,,,
125,diffusion_model.input_blocks.4.1.transformer_blocks.0.attn1.to_k,RHTQuantizedLinear,,,,,,,,,
126,diffusion_model.input_blocks.4.1.transformer_blocks.0.attn1.to_v,RHTQuantizedLinear,,,,,,,,,
128,diffusion_model.input_blocks.4.1.transformer_blocks.0.attn1.to_out.0,RHTQuantizedLinear,,,,,,,,,
133,diffusion_model.input_blocks.4.1.transformer_blocks.0.ff.net.0.proj,RHTQuantizedLinear,,,,,,,,,
135,diffusion_model.input_blocks.4.1.transformer_blocks.0.ff.net.2,RHTQuantizedLinear,,,,,,,,,
137,diffusion_model.input_blocks.4.1.transformer_blocks.0.attn2.to_q,RHTQuantizedLinear,,,,,,,,,
