layer_num,layer_name,layer_type,mean,std,min,max,percentile_2,percentile_5,percentile_95,percentile_98,percentile_99.5
3,diffusion_model.time_embed.0,RHTQuantizedLinear,-54.467407,304.56918,-2871.9448,1997.8268,-957.2595825195312,-291.3614807128906,0.016585195437073708,0.016585195437073708,374.53656005859375
5,diffusion_model.time_embed.2,RHTQuantizedLinear,-489.69153,33067.984,-543107.06,541247.2,-0.010912111029028893,-0.010912111029028893,0.0,0.010912111029028893,23249.462890625
8,diffusion_model.input_blocks.0.0,Conv2d,,,,,,,,,
14,diffusion_model.input_blocks.1.0.in_layers.2,Conv2d,,,,,,,,,
18,diffusion_model.input_blocks.1.0.emb_layers.1,RHTQuantizedLinear,10409278.0,95040140.0,-418579000.0,407190700.0,-278897728.0,-111477747.59999998,162144171.19999945,241711360.0,331423456.0
23,diffusion_model.input_blocks.1.0.out_layers.3,Conv2d,,,,,,,,,
27,diffusion_model.input_blocks.1.1.proj_in,RHTQuantizedLinear,,,,,,,,,
31,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn1.to_q,RHTQuantizedLinear,,,,,,,,,
32,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn1.to_k,RHTQuantizedLinear,,,,,,,,,
33,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn1.to_v,RHTQuantizedLinear,,,,,,,,,
35,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn1.to_out.0,RHTQuantizedLinear,,,,,,,,,
40,diffusion_model.input_blocks.1.1.transformer_blocks.0.ff.net.0.proj,RHTQuantizedLinear,,,,,,,,,
42,diffusion_model.input_blocks.1.1.transformer_blocks.0.ff.net.2,RHTQuantizedLinear,,,,,,,,,
44,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn2.to_q,RHTQuantizedLinear,,,,,,,,,
45,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn2.to_k,RHTQuantizedLinear,-26.530663,4053.2014,-26271.074,18813.238,-9144.28515625,-5808.869165039063,5696.4404296875,8432.2314453125,13716.4267578125
46,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn2.to_v,RHTQuantizedLinear,-52.60255,25057.807,-111494.66,107512.71,-55747.328125,-41810.49609375,39819.51171875,49774.39453125,69684.15625
48,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn2.to_out.0,RHTQuantizedLinear,,,,,,,,,
53,diffusion_model.input_blocks.1.1.proj_out,RHTQuantizedLinear,,,,,,,,,
